DATA,DÉBITO/CRÉDITO $,SALDO,HISTÓRICO DE FLUXO,CONTAS-AGRUPAMENTO
2/20/2020,-109,"1332530,65",Pgto Whirlpool,BANCO
2/20/2020,-360,"1332170,65",Pgto Net,BANCO
2/20/2020,-1496,"1330674,65",Pgto Asplan,BANCO
2/20/2020,-7928,"1322746,65",Pgto GPS,BANCO
2/20/2020,-27129,"1295617,65",Pgto Anbima,BANCO
2/20/2020,-2109,"1293508,65",Pgto Marella FT 6674,BANCO
2/20/2020,-844650,"448858,65","Pgto Guilherme Bussadori NF 110 R$ 900.000,00",BANCO
2/20/2020,-348,"448510,65",Pgto Compra de Pratos - Porto Brasil,BANCO
2/20/2020,-31,"448479,65",Tarifa Bancária DOC/TED,BANCO
2/21/2020,24,"448503,65",Ajuste de credito ref. Aplicação automatica,BANCO
2/21/2020,-3818,"444685,65",Pgto Energia,BANCO
2/21/2020,-557,"444128,65",Pgto MM Primo 328308,BANCO
2/21/2020,-871,"443257,65",Pgto SP Trans - VT,BANCO
2/21/2020,-39524,"403733,65","Pgto DARF 8109 PIS Jan/20 37.305,67",BANCO
2/21/2020,-182422,"221311,65","Pgto DARF 2172 Cofins Jan/20 172.180,02",BANCO
2/21/2020,-660,"220651,65",Pgto Imigrantes Bebidas,BANCO
2/21/2020,-250,"220401,65",Pgto Credito Signal link,BANCO
2/26/2020,40,"220441,65",Ajuste de credito ref. Aplicação automatica,BANCO
2/26/2020,-750,"219691,65",Pgto Fernando Hadad,BANCO
2/26/2020,-1000,"218691,65",Pgto Fernando Hadad - MANUTENÇÃO PISO,BANCO
2/26/2020,-2236,"216455,65",Pgto Agencia Estado - Broadcast,BANCO
2/26/2020,-13204,"203251,65",Pgto Alelo VR- Jan/19,BANCO
2/26/2020,-20,"203231,65",Tarifa Bancária DOC/TED,BANCO
2/27/2020,17,"203248,65",Ajuste de credito ref. Aplicação automatica,BANCO
2/27/2020,-594,"202654,65",Pgto Assist Locação,BANCO
2/27/2020,-845,"201809,65",Pgto Assist Impressões,BANCO
2/27/2020,-1410,"200399,65",Pgto Anuidade Anbima,BANCO
2/28/2020,20,"200419,65",Ajuste de credito ref. Aplicação automatica,BANCO
2/28/2020,20000,"220419,65",Credito VIA,BANCO
2/28/2020,-20,"220399,65",Tarifa Bancária DOC/TED,BANCO
2/28/2020,-159,"220240,65",Pgto MARELLA FT 6695,BANCO
2/28/2020,-1075,"219165,65",Pgto Nestle NF 214280,BANCO
2/28/2020,-3800,"215365,65",Pgto Sonchim Almeida Scarpa e Bragagnolo,BANCO
2/28/2020,-3877,"211488,65",Pgto Omega Assessoria NF 11845,BANCO
2/28/2020,-7038,"204450,65",Pgto Barela Berbel e Mitne NF1411,BANCO
2/28/2020,-52737,"151713,65",Pgto CSLL 04 TRIM 2/3,BANCO
2/28/2020,-142568,"9145,65",Pgto IRPJ 04 TRIM 2/3,BANCO
3/2/2020,1,"9111,65",Ajuste de credito ref. Aplicação automatica,BANCO
3/2/2020,255000,"264111,65",Credito VIA,BANCO
3/2/2020,-11431,"252680,65",Pgto Condomínio Ed Metropolitan,BANCO
3/2/2020,-27642,"225038,65",Pgto QCP - Qualitas Capital Partners,BANCO
3/2/2020,-2447,"222591,65",Pgto Flávio Rietmann,BANCO
3/2/2020,-40000,"182591,65",Pgto Rodrigo Moratelli,BANCO
3/2/2020,-17000,"165591,65",Pgto Guilherme Marques,PGTO FUNC.
3/2/2020,-13200,"152391,65",Pgto Danilo Tamburus,PGTO FUNC.
3/2/2020,-13200,"139191,65",Pgto Lidiberto,PGTO FUNC.
3/2/2020,-13200,"125991,65",Pgto Danilo Miura,PGTO FUNC.
3/2/2020,-13200,"112791,65",Pgto Mario,PGTO FUNC.
3/2/2020,-13200,"99591,65",Pgto Sergio Rossi,PGTO FUNC.
3/2/2020,-9340,"90251,65",Pgto Fabio Amaral,PGTO FUNC.
3/2/2020,-8000,"82251,65",Pgto Isadora Ferreira,PGTO FUNC.
3/2/2020,-5000,"77251,65",Pgto Leonardo de Luca,PGTO FUNC.
3/2/2020,-5000,"72251,65",Pgto Fernando Daier,PGTO FUNC.
3/2/2020,-4500,"67751,65",Pgto Paula Iglesias,PGTO FUNC.
3/2/2020,-2731,"65020,65",Pgto Leandro - Estagiário,PGTO FUNC.
3/2/2020,-2689,"62331,65",Pgto Andre - Estagiário,PGTO FUNC.
3/2/2020,-10,"62321,65",Tarifa Bancária DOC/TED,PGTO FUNC.
3/2/2020,-4168,"58153,65",Pgto Cartão de Crédito Visa,PGTO FUNC.
3/3/2020,1,"58154,65",Ajuste de credito ref. Aplicação automatica,PGTO FUNC.
3/3/2020,90,"58244,65",Credito Imigrantes Bebidas,BANCO
3/3/2020,-338,"57906,65",Pgto Host Fiber - Link BKP,BANCO
3/3/2020,-1352,"56554,65",Pgto Host Fiber - Link Principal,BANCO
3/4/2020,1,"56555,65",Ajuste de credito ref. Aplicação automatica,BANCO
3/4/2020,-485,"56070,65",Pgto Everton Mensageiro NF,BANCO
3/4/2020,-472,"55598,65",Pgto Signallink,BANCO
3/4/2020,-370,"55228,65",Pgto Editora Globo,BANCO
3/4/2020,-33,"55195,65",Pgto Editora Globo,BANCO
3/4/2020,-2000,"53195,65",Pgto Contabilidade NF,BANCO
3/4/2020,-10,"53185,65",Tarifa Bancária DOC/TED,BANCO
3/4/2020,-36,"53149,65",Tarifa Net Empresa,BANCO
3/5/2020,1,"53150,65",Ajuste de credito ref. Aplicação automatica,BANCO
3/5/2020,250828,"303978,65",Credito Symphony - Taxa Gestão Fev/20,BANCO
3/5/2020,-4377,"299601,65",Pgto Barela Berbel e Mitne NF,BANCO
3/5/2020,-31381,"268220,65",Pgto JHSF Aluguel,BANCO
3/5/2020,-1342,"266878,65",Pgto Plantec NF 6773 1/2,BANCO
3/5/2020,-2906,"263972,65",Pgto MSX Consult Nf 846,BANCO
3/5/2020,-2940,"261032,65",Pgto MSX Consult Nf 849,BANCO
3/5/2020,-3741,"257291,65",Pgto C de Campos Trans e Serv Ter NF,BANCO
3/5/2020,-31,"257260,65",Tarifa Bancária DOC/TED,BANCO
3/5/2020,-17,"257243,65",Anuidade Cartão de Crédito,BANCO
3/6/2020,2,"257245,65",Ajuste de credito ref. Aplicação automatica,BANCO
3/6/2020,3578,"260823,65",Credito Veritas TOP - Taxa Gestão Fev/20,BANCO
3/6/2020,15413,"276236,65",Credito Multiplica - Taxa GestãoFev/20,BANCO
3/6/2020,26602,"302838,65",Credito Veritas Apogeu I FIDC - Taxa Gestão - Fev/20,BANCO
3/6/2020,24545,"327383,65",Credito Veritas Apogeu FIM - Taxa Gestão Fev/20,BANCO
3/6/2020,318052,"645435,65",Credito NINKA - Taxa Gestão Fev/20,BANCO
3/6/2020,161199,"806634,65",Credito MERAK - Taxa Gestão Fev/20,BANCO
3/6/2020,508018,"1314652,65",Credito Marte - Taxa Gestão Fev/20,BANCO
3/6/2020,127014,"1441666,65",Credito CJP - Taxa Gestão - Fev/20,BANCO
3/6/2020,25000,"1466666,65",Credito Singapore - Taxa Gestão Fev/20,BANCO
3/6/2020,85000,"1551666,65",Credito TMJ IMA-B - Taxa Gestão Fev/20,BANCO
3/6/2020,20000,"1571666,65",Credito UM I A M FIRF Taxa de Gestão Fev/20,BANCO
3/6/2020,20000,"1591666,65",Credito UM I A M I FIRF Taxa de Gestão Fev/20,BANCO
3/6/2020,30000,"1621666,65",Credito MLZ IMA-B FIRF Taxa de Gestão - Fev/20,BANCO
3/6/2020,105000,"1726666,65",Credito FUNDO DE INVEST RENDA FIXA MONTE CARLO INSTITUCIONAL IMA-B 5,BANCO
3/6/2020,25000,"1751666,65",Credito IMA-B 1000 FIC RENDA FIXA LP,BANCO
3/6/2020,-210,"1751456,65",Pgto Prizemed,BANCO
3/6/2020,-500,"1750956,65",Pgto Criação e Imagem,BANCO
3/6/2020,-451,"1750505,65",Pgto FGTS,BANCO
3/6/2020,-500689,"1249816,65","Pgto Guilherme Bussadori NF113 R$ 533.500,00",BANCO
3/6/2020,-20,"1249796,65",Tarifa Bancária DOC/TED,BANCO
3/9/2020,5,"1249801,65",Ajuste de credito ref. Aplicação automatica,BANCO
3/9/2020,87381,"1337182,65",Credito Terra Nova IMA-B RENDA FIXA II,BANCO
3/9/2020,51473,"1388655,65",Credito Postalis Taxa Cobrança Jan/19,BANCO
3/9/2020,51473,"1440128,65",Credito Postalis Taxa Cobrança Fev/19,BANCO
3/9/2020,13260,"1453388,65",Credito PRIME FUNDO DE INVESTIMENTO RENDA FIXA IMA-B,BANCO
3/9/2020,46342,"1499730,65",Credito PREMIUM IMA-B FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO RENDA FIXA,BANCO
3/9/2020,-4000,"1495730,65",Pgto Congresso ABIPEM - Fernandi Daier,BANCO
3/9/2020,-263,"1495467,65",Pgto 99 Tecnologia,BANCO
3/9/2020,-3423,"1492044,65",Pgto Quick Soft,BANCO
3/9/2020,-1004,"1491040,65",Pgto AGPS Hotelaria - hospedagem Fernando,BANCO
3/9/2020,-1000,"1490040,65",Saque caixinha,BANCO
3/9/2020,-10,"1490030,65",Tarifa Bancária DOC/TED,REEMBOLSO
3/10/2020,3,"1490033,65",Ajuste de credito ref. Aplicação automatica,REEMBOLSO
3/10/2020,85066,"1575099,65",Credito Postalis Taxa Performance Jan/19,REEMBOLSO
3/10/2020,82063,"1657162,65",Credito Postalis Taxa Performance Fev/19,REEMBOLSO
3/10/2020,-275000,"1382162,65",Devolução valor - VIA,REEMBOLSO
3/10/2020,-5642,"1376520,65","Pgto ""Assembleia"" - hotel Transamerica",REEMBOLSO
3/10/2020,-6500,"1370020,65",Pgto Enrico Mollica NF 9/10,REEMBOLSO
3/10/2020,-33,"1369987,65",Pgto Cartório,REEMBOLSO
3/10/2020,-2180,"1367807,65",Pgto Prajna,REEMBOLSO
3/10/2020,-39731,"1328076,65",Pgto ISS,REEMBOLSO
3/10/2020,-20,"1328056,65",Tarifa Bancária DOC/TED,REEMBOLSO
3/10/2020,-4269,"1323787,65",Pgto Cartão Credito Master,REEMBOLSO
3/10/2020,-840,"1322947,65",Pgto Cartão de Crédito Elo,REEMBOLSO
3/11/2020,9,"1322956,65",Ajuste de credito ref. Aplicação automatica,REEMBOLSO
3/11/2020,-4423,"1318533,65",Pgto Sergio Belem NF 042,REEMBOLSO
3/11/2020,-10,"1318523,65",Tarifa Bancária DOC/TED,REEMBOLSO
3/12/2020,18,"1318541,65",Ajuste de credito ref. Aplicação automatica,REEMBOLSO
3/12/2020,-1516,"1317025,65",Pgto Superix 2/3,REEMBOLSO
3/13/2020,27,"1317052,65",Ajuste de credito ref. Aplicação automatica,REEMBOLSO
3/13/2020,-17695,"1299357,65",Devolução para VIA Sergio Belem,REEMBOLSO
3/13/2020,-26056,"1273301,65",Pgto Passagem Flávio - Person of the year,BANCO
3/13/2020,-94116,"1179185,65","Pgto Guilherme Bussadori NF114 R$ 100.284,17",BANCO
3/13/2020,-2674,"1176511,65",Pgto MSX Consult Nf 834,BANCO
3/13/2020,-52531,"1123980,65","Pgto Montjoie Acessoria NF72 R$ 55.973,44",BANCO
3/13/2020,-41,"1123939,65",Tarifa Bancária DOC/TED,BANCO
3/16/2020,69,"1124008,65",Ajuste de credito ref. Aplicação automatica,BANCO
3/16/2020,28146,"1152154,65",Credito PREMIUM IMA-B FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO RENDA FIXA,BANCO
3/16/2020,8550,"1160704,65",Credito PRIME FUNDO DE INVESTIMENTO RENDA FIXA IMA-B,BANCO
3/16/2020,52814,"1213518,65",Credito Terra Nova IMA-B RENDA FIXA II,BANCO
3/16/2020,-12312,"1201206,65",Pgto Auditoria BDO 2/4,BANCO
3/16/2020,-2768,"1198438,65",Pgto Scansource - Cloud Service nf 115108,BANCO
3/16/2020,-1060,"1197378,65",Pgto CRDC,BANCO
3/16/2020,-681,"1196697,65",Pgto Conect -Serasa,BANCO
3/17/2020,326,"1197023,65",Ajuste de credito ref. Aplicação automatica,BANCO
3/17/2020,-1212,"1195811,65",Pgto PK12 Estacionamento NF4599,BANCO
3/17/2020,-3398,"1192413,65",Pgto Scansource Licença antivirus,BANCO
3/17/2020,-10,"1192403,65",Tarifa Bancária DOC/TED,BANCO
3/18/2020,-39,"1192364,65",Ajuste de credito ref. Aplicação automatica,BANCO
3/18/2020,-90,"1192274,65",Pgto 50 Mais Digital,BANCO
3/18/2020,-708,"1191566,65",Pgto MM Primo nf 330785,BANCO
3/18/2020,-18807,"1172759,65",Pgto Lote 45 NF 4506,BANCO
3/18/2020,-2000,"1170759,65",Pgto Lote 45 NF 4507,TARIFAS ADICIONAIS
3/18/2020,-15000,"1155759,65",Pgto Emeli Serviços - Honorários Dra Linéia Tollog e Portobello,TARIFAS ADICIONAIS
3/18/2020,-874,"1154885,65",Pgto Emeli Serviços - Reembolso Paralegal/JUCESP,TARIFAS ADICIONAIS
3/19/2020,164,"1155049,65",Ajuste de credito ref. Aplicação automatica,TARIFAS ADICIONAIS
3/19/2020,4750,"1159799,65",Reembolso Transamérica hotéis - alimentação Assembleia,TARIFAS ADICIONAIS
3/19/2020,-23,"1159776,65",Pgto DARF 5952 CRDC NF 15557,TARIFAS ADICIONAIS
3/19/2020,-42,"1159734,65",Pgto DARF 1708 MSX Consult NF 834,TARIFAS ADICIONAIS
3/19/2020,-43,"1159691,65",Pgto DARF 1708 MSX Consult NF 828,TARIFAS ADICIONAIS
3/19/2020,-47,"1159644,65",Pgto DARF 1708 MSX Consult NF 827,TARIFAS ADICIONAIS
3/19/2020,-100,"1159544,65",Pgto Voicecorp - linha contingencial,TARIFAS ADICIONAIS
3/19/2020,-109,"1159435,65",Pgto Whirlpool,TARIFAS ADICIONAIS
3/19/2020,-112,"1159323,65",Pgto DARF 1708 Balera Berbel NF 1559,TARIFAS ADICIONAIS
3/19/2020,-131,"1159192,65",Pgto DARF 5952 MSX Consult NF 834,TARIFAS ADICIONAIS
3/19/2020,-134,"1159058,65",Pgto DARF 5952 MSX Consult NF 828,TARIFAS ADICIONAIS
3/19/2020,-145,"1158913,65",Pgto DARF 5952 MSX Consult NF 827,TARIFAS ADICIONAIS
3/19/2020,-196,"1158717,65",Pgto DARF 1708 Bdo Auditoria NF 58057,TARIFAS ADICIONAIS
3/19/2020,-348,"1158369,65",Pgto DARF 5952 Balera Berbel NF 1559,TARIFAS ADICIONAIS
3/19/2020,-360,"1158009,65",Pgto Net,TARIFAS ADICIONAIS
3/19/2020,-401,"1157608,65",Pgto GPS C de Campos Trans e Serv Ter,TARIFAS ADICIONAIS
3/19/2020,-594,"1157014,65",Pgto Assist Locação,TARIFAS ADICIONAIS
3/19/2020,-610,"1156404,65",Pgto DARF 5952 BDO Auditoria NF 58057,TARIFAS ADICIONAIS
3/19/2020,-649,"1155755,65",Pgto DARF 0561 IRRF/Folha,TARIFAS ADICIONAIS
3/19/2020,-759,"1154996,65",Pgto Assist Impressões,TARIFAS ADICIONAIS
3/20/2020,79,"1155075,65",Ajuste de credito ref. Aplicação automatica,TARIFAS ADICIONAIS
3/20/2020,-9701,"1145374,65",Pgto Parcela 7/36 Financiamento,TARIFAS ADICIONAIS
3/20/2020,-1013,"1144361,65",Pgto DARF 1708 Montjoie NF 71,TARIFAS ADICIONAIS
3/20/2020,-1496,"1142865,65",Pgto Asplan,TARIFAS ADICIONAIS
3/20/2020,-3141,"1139724,65",Pgto DARF 5952 Montjoie NF 71,TARIFAS ADICIONAIS
3/20/2020,-7644,"1132080,65",Pgto Marella ft 6714,TARIFAS ADICIONAIS
3/20/2020,-8393,"1123687,65",Pgto GPS,TARIFAS ADICIONAIS
3/20/2020,-11421,"1112266,65",Pgto DARF 1708 Guilherme B. NF 109,TARIFAS ADICIONAIS
3/20/2020,-13500,"1098766,65",Pgto DARF 1708 Guilherme B. NF 110,TARIFAS ADICIONAIS
3/20/2020,-35405,"1063361,65",Pgto DARF 5952 Guilherme B. NF 109,TARIFAS ADICIONAIS
3/20/2020,-39921,"1023440,65",Pgto Anbima,TARIFAS ADICIONAIS
3/20/2020,-41850,"981590,65",Pgto DARF 5952 Guilherme B. NF 110,TARIFAS ADICIONAIS
3/20/2020,-10,"981580,65",Tarifa Bancária DOC/TED,TARIFAS ADICIONAIS
3/23/2020,137,"981717,65",Ajuste de credito ref. Aplicação automatica,TARIFAS ADICIONAIS
3/23/2020,-2662,"979055,65",Pgto Energia,BANCO
3/23/2020,-2085,"976970,65",Pgto Nestle NF 2200179,BANCO
3/23/2020,-2236,"974734,65",Pgto Agencia Estado - Broadcast,BANCO
3/24/2020,79,"974813,65",Ajuste de credito ref. Aplicação automatica,BANCO
3/24/2020,110007,"1084820,65",Credito Monza FI Multimercado - taxa de Gestão,BANCO
3/25/2020,85,"1084905,65",Ajuste de credito ref. Aplicação automatica,BANCO
3/25/2020,-980,"1083925,65",Pgto Editora Glovo - Valor PRO Disponibilização,BANCO
3/25/2020,-776,"1083149,65",Pgto Editora Globo - Valor PRO Ferramenta e dados,BANCO
3/25/2020,-150,"1082999,65",Envio de Credito para VIA,BANCO
3/26/2020,104,"1083103,65",Ajuste de credito ref. Aplicação automatica,BANCO
3/26/2020,-69449,"1013654,65",Pgto Balera Berbel e Mitne NF 1957,BANCO
3/26/2020,-10,"1013644,65",Tarifa Bancária DOC/TED,BANCO
3/27/2020,100,"1013744,65",Ajuste de credito ref. Aplicação automatica,BANCO
3/27/2020,-1342,"1012402,65",Pgto Plantec NF 6773 1/2,BANCO
3/27/2020,-12030,"1000372,65",Pgto Alelo VR- Abr/19,BANCO
3/27/2020,-792,"999580,65",Pgto SP Trans - VT,BANCO
3/30/2020,214,"999794,65",Ajuste de credito ref. Aplicação automatica,BANCO
3/30/2020,-3800,"995994,65",Pgto Sonchim Almeida Scarpa e Bragagnolo,BANCO
3/30/2020,-3877,"992117,65",Pgto Omega Assessoria NF,BANCO
3/30/2020,-10000,"982117,65",Pgto Emeli Serviços - Honorários Dra Linéia Tollog e Portobello,FIXA
3/31/2020,119,"982236,65",Ajuste de credito ref. Aplicação automatica,FIXA
3/31/2020,-7038,"975198,65",Pgto Barela Berbel e Mitne NF 1941,FIXA
3/31/2020,-10,"975188,65",Tarifa Bancária DOC/TED,FIXA
4/1/2020,143,"975309,27",Ajuste de credito ref. Aplicação automatica,FIXA
4/1/2020,-11386,"963923,27",Pgto Condomínio Ed Metropolitan,FIXA
4/1/2020,-27850,"936073,27",Pgto QCP - Qualitas Capital Partners,FIXA
4/1/2020,-2447,"933626,27",Pgto Flávio Rietmann,FIXA
4/1/2020,-40000,"893626,27",Pgto Rodrigo Moratelli,PGTO FUNC.
4/1/2020,-17000,"876626,27",Pgto Guilherme Marques,PGTO FUNC.
4/1/2020,-13200,"863426,27",Pgto Danilo Tamburus,PGTO FUNC.
4/1/2020,-13200,"850226,27",Pgto Lidiberto,PGTO FUNC.
4/1/2020,-13200,"837026,27",Pgto Danilo Miura,PGTO FUNC.
4/1/2020,-13200,"823826,27",Pgto Mario,PGTO FUNC.
4/1/2020,-13200,"810626,27",Pgto Sergio Rossi,PGTO FUNC.
4/1/2020,-9340,"801286,27",Pgto Fabio Amaral,PGTO FUNC.
4/1/2020,-8000,"793286,27",Pgto Isadora Ferreira,PGTO FUNC.
4/1/2020,-5000,"788286,27",Pgto Leonardo de Luca,PGTO FUNC.
4/1/2020,-5000,"783286,27",Pgto Fernando Daier,PGTO FUNC.
4/1/2020,-4500,"778786,27",Pgto Paula Iglesias,PGTO FUNC.
4/1/2020,-2300,"776486,27",Pgto Leandro - Estagiário,PGTO FUNC.
4/1/2020,-2300,"774186,27",Pgto Andre - Estagiário,PGTO FUNC.
4/1/2020,-559,"773627,27",Pgto Gisele Santos,PGTO FUNC.
4/1/2020,-354,"773273,27",Pgto Vale transporte - Andre,PGTO FUNC.
4/1/2020,-392,"772881,27",Pgto Vale transporte - Leandro,PGTO FUNC.
4/1/2020,-8253,"764628,27",Pgto Dell Computadores - Notebook para Danilo e Isadora,TARIFAS ADICIONAIS
4/1/2020,-150000,"614628,27",Adiantamento Dividendos - Rodrigo,TARIFAS ADICIONAIS
4/1/2020,-150000,"464628,27",Adiantamento Dividendos - Qualitas,TARIFAS ADICIONAIS
4/1/2020,-13960,"450668,27",Adiantamento Dividendos - Guilherme,TARIFAS ADICIONAIS
4/1/2020,-2730,"447938,27",Adiantamento Dividendos - Danilo Tamburus,TARIFAS ADICIONAIS
4/1/2020,-570,"447368,27",Adiantamento Dividendos - Isadora,TARIFAS ADICIONAIS
4/1/2020,-52,"447316,27",Tarifa Bancária DOC/TED,TARIFAS ADICIONAIS
4/1/2020,-1578,"445738,27",Pgto Dualforma - moveis e prateleiras,TARIFAS ADICIONAIS
4/1/2020,-2772,"442966,27",Pgto Cartão de Crédito Visa,REEMBOLSO
4/2/2020,60,"443026,27",Ajuste de credito ref. Aplicação automatica,REEMBOLSO
4/2/2020,33535,"476561,27",Credito Symphony - Taxa Performance DEZ/19,REEMBOLSO
4/2/2020,-1599,"474962,27",Pgto Conselho regional de Economia,REEMBOLSO
4/3/2020,62,"475024,27",Ajuste de credito ref. Aplicação automatica,REEMBOLSO
4/3/2020,294862,"769886,27",Credito Symphony - Taxa Gestão Mar/20,REEMBOLSO
4/3/2020,-338,"769548,27",Pgto Host Fiber - Link BKP,REEMBOLSO
4/3/2020,-1352,"768196,27",Pgto Host Fiber - Link Principal,REEMBOLSO
4/3/2020,-472,"767724,27",Pgto Signallink,REEMBOLSO
4/3/2020,-2000,"765724,27",Pgto Contabilidade NF 545,REEMBOLSO
4/3/2020,-1270,"764454,27",Pgto Everton Mensageiro NF 065,TARIFAS ADICIONAIS
4/3/2020,-1900,"762554,27",Credito enviado para VIA,TARIFAS ADICIONAIS
4/3/2020,-10,"762544,27",Tarifa Bancária DOC/TED,TARIFAS ADICIONAIS
4/3/2020,-48,"762496,27",Tarifa Bancária Net Empresa,TARIFAS ADICIONAIS
4/6/2020,129,"762625,27",Ajuste de credito ref. Aplicação automatica,TARIFAS ADICIONAIS
4/6/2020,-30000,"732625,27",Envio TED PARA Banco Paulista Carta fiança,TARIFAS ADICIONAIS
4/6/2020,-31381,"701244,27",Pgto JHSF Aluguel,TARIFAS ADICIONAIS
4/6/2020,-3749,"697495,27",Pgto C de Campos Trans e Serv Ter NF 893,TARIFAS ADICIONAIS
4/6/2020,-3387,"694108,27",Pgto MSX Consult Nf 868,TARIFAS ADICIONAIS
4/6/2020,-2940,"691168,27",Pgto MSX Consult Nf 869,TARIFAS ADICIONAIS
4/6/2020,-200,"690968,27",Pgto Registradores,TARIFAS ADICIONAIS
4/6/2020,-1578,"689390,27",Pgto Dualforma - moveis e prateleiras,TARIFAS ADICIONAIS
4/6/2020,-41,"689349,27",Tarifa Bancária DOC/TED,TARIFAS ADICIONAIS
4/6/2020,-17,"689332,27",Anuidade Cartão de Credito,TARIFAS ADICIONAIS
4/7/2020,79,"689411,27",Ajuste de credito ref. Aplicação automatica,TARIFAS ADICIONAIS
4/7/2020,4334,"693745,27",Credito Veritas TOP - Taxa Gestão Mar/20,TARIFAS ADICIONAIS
4/7/2020,19079,"712824,27",Credito Multiplica - Taxa Gestão Mar/20,BANCO
4/7/2020,26602,"739426,27",Credito Veritas Apogeu I FIDC - Taxa Gestão - Mar/20,BANCO
4/7/2020,31030,"770456,27",Credito Veritas Apogeu FIM - Taxa Gestão Mar/20,BANCO
4/7/2020,375795,"1146251,27",Credito NINKA - Taxa Gestão Mar/20,BANCO
4/7/2020,198288,"1344539,27",Credito MERAK - Taxa Gestão Mar/20,BANCO
4/7/2020,645615,"1990154,27",Credito Marte - Taxa Gestão Mar/20,BANCO
4/7/2020,155162,"2145316,27",Credito CJP - Taxa Gestão - Mar/20,BANCO
4/7/2020,85000,"2230316,27",Credito TMJ IMA-B - Taxa Gestão Mar/20,BANCO
4/7/2020,20000,"2250316,27",Credito UM I A M FIRF Taxa de Gestão Mar/20,BANCO
4/7/2020,20000,"2270316,27",Credito UM I A M I FIRF Taxa de Gestão Mar/20,BANCO
4/7/2020,30000,"2300316,27",Credito MLZ IMA-B FIRF Taxa de Gestão - Mar/20,BANCO
4/7/2020,85000,"2385316,27",Credito FUNDO DE INVEST RENDA FIXA MONTE CARLO INSTITUCIONAL IMA-B 5 Taxa de Gestão Mar/20,BANCO
4/7/2020,56841,"2442157,27",Credito Terra Nova IMA-B RENDA FIXA II,BANCO
4/7/2020,10469,"2452626,27",Credito PRIME FUNDO DE INVESTIMENTO RENDA FIXA IMA-B,BANCO
4/7/2020,30697,"2483323,27",Credito PREMIUM IMA-B FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO RENDA FIXA,BANCO
4/7/2020,21677,"2505000,27",Credito Monza FI Multimercado - taxa de Gestão MAR/20,BANCO
4/7/2020,-210,"2504790,27",Pgto Prizemed,BANCO
4/7/2020,-502,"2504288,27",Pgto FGTS,BANCO
4/7/2020,-19999,"2484289,27",Pgto Diferença mesa POY e IOF,BANCO
4/7/2020,-40000,"2444289,27",Antecipação de Dividendos - Qualitas (solic via whatsapp),TARIFAS ADICIONAIS
4/7/2020,-20,"2444269,27",Tarifa Bancária DOC/TED,TARIFAS ADICIONAIS
4/8/2020,84,"2444353,27",Ajuste de credito ref. Aplicação automatica,TARIFAS ADICIONAIS
4/8/2020,25000,"2469353,27",Credito Singapore - Taxa Gestão Mar/20,TARIFAS ADICIONAIS
4/8/2020,2050,"2471403,27",Credito Devolução valor VIA para VCM,TARIFAS ADICIONAIS
4/8/2020,-3281,"2468122,27",Pgto Quick Soft,BANCO
4/8/2020,-150,"2467972,27",Pgto Manutenção Ar Condicionado,BANCO
4/8/2020,-10,"2467962,27",Tarifa Bancária DOC/TED,BANCO
4/9/2020,99,"2468061,27",Ajuste de credito ref. Aplicação automatica,PGTO FUNC.
4/9/2020,25000,"2493061,27",Credito IMA-B 1000 FIC RENDA FIXA LP Taxa de Gestão Mar/20,TARIFAS ADICIONAIS
4/9/2020,-1000,"2492061,27",Saque para o Caixinha,TARIFAS ADICIONAIS
4/9/2020,-385,"2491676,27",Pgto 99 Tecnologia,TARIFAS ADICIONAIS
4/9/2020,-14077,"2477599,27",Pgto Azulsol Comunicações NF 1782,BANCO
4/9/2020,-33,"2477566,27",Pgto Cartório,BANCO
4/9/2020,-2180,"2475386,27",Pgto Prajna,TARIFAS ADICIONAIS
4/9/2020,-57726,"2417660,27",Pgto ISS,TARIFAS ADICIONAIS
4/9/2020,-65225,"2352435,27",Pgto Barela Berbel e Mitne NF 1958,TARIFAS ADICIONAIS
4/9/2020,-634,"2351801,27",Pgto Taxa CVM Rodrigo - 2° trim,TARIFAS ADICIONAIS
4/9/2020,-1269,"2350532,27",Pgto Taxa CVM VCM - 2° TRIM,TARIFAS ADICIONAIS
4/9/2020,-1516,"2349016,27",Pgto Superix 3/3,TARIFAS ADICIONAIS
4/9/2020,-10,"2349006,27",Tarifa Bancária DOC/TED,TARIFAS ADICIONAIS
4/13/2020,155,"2349161,27",Ajuste de credito ref. Aplicação automatica,TARIFAS ADICIONAIS
4/13/2020,-2656,"2346505,27",Pgto MSX Consult Nf 877,TARIFAS ADICIONAIS
4/13/2020,-6500,"2340005,27",Pgto Enrico Mollica NF 10/10,TARIFAS ADICIONAIS
4/13/2020,-1702,"2338303,27",Pgto Cartão Credito Master,TARIFAS ADICIONAIS
4/13/2020,-1951,"2336352,27",Pgto Cartão de Crédito Elo,TARIFAS ADICIONAIS
4/13/2020,-20,"2336332,27",Tarifa Bancária DOC/TED,TARIFAS ADICIONAIS
4/14/2020,120,"2336452,27",Ajuste de credito ref. Aplicação automatica,TARIFAS ADICIONAIS
